Lambeth Invoices Over Specified Nett Amount,,,,,
,,,,,
Report Date:† 02/07/2012† 16:59:18,,,,,
,,,,,
Parameters: ,,,,,
Invoice Approval Date From:† 01-JUN-2012,,,,,
Invoice Approval Date To:††††† 30-JUN-2012,,,,,
Invoice Threshold Nett Amt:†† 500,,,,,
,,,,,
Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Children and Young People's Service,Be My Family Fostering Agency Ltd,19/06/2012,6321.60,INDEPENDENT FOSTERING
Lambeth,"Housing, Regeneration and Environment",Beach Communications Ltd,14/06/2012,20166.37,MAINTENANCE CONTRACT
Lambeth,"Housing, Regeneration and Environment",Beach Communications Ltd,31/05/2012,20166.37,MAINTENANCE CONTRACT
Lambeth,"Housing, Regeneration and Environment",Beach Communications Ltd,31/05/2012,20166.37,MAINTENANCE CONTRACT
Lambeth,Adults' and Community Services,Beacon Care Ltd,11/06/2012,2319.15,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Beacon Care Ltd,11/06/2012,3227.99,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Beacon House Nursing Home,25/06/2012,3986.40,NURSING CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Beckenham Management Services Ltd,07/06/2012,1575.00,CONSULTANTS
Lambeth,Children and Young People's Service,Beckenham Management Services Ltd,14/06/2012,1575.00,CONSULTANTS
Lambeth,Children and Young People's Service,Beckenham Management Services Ltd,25/05/2012,1575.00,CONSULTANTS
Lambeth,Adults' and Community Services,Beech Care Ltd,11/06/2012,1756.99,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Beecholme Adult Care,25/06/2012,5100.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Office of the Chief Executive/Finance and Resources,Belshaw Curtin Sols,25/06/2012,2112.00,DAMAGES - HOUSING DISREPAIR
Lambeth,Children and Young People's Service,Benecare Education & Residential Child Care,07/06/2012,2800.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Benecare Education & Residential Child Care,14/06/2012,2800.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Benecare Education & Residential Child Care,15/06/2012,2800.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Benecare Education & Residential Child Care,25/06/2012,2800.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,Bertram Library Services,29/06/2012513.8,VIDEOS & DVDS
Lambeth,Adults' and Community Services,Beulah House Hotel,26/06/2012550,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Adults' and Community Services,Beverley Grange Nursing Home,25/06/2012,1170.39,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3435.04,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2811.56,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3232.33,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012667.81,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2537.19,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3544.33,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3091.59,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3327.90,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2712.91,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2469.31,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3232.33,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2637.48,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3470.41,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3046.55,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BHHI,25/06/2012,2712.91,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3116.61,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BHHI,25/06/2012,3913.50,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BIFFA Waste Servicess Ltd,11/06/2012,2773.65,WASTE MANAGEMENT CONTRACTV
Lambeth,Adults' and Community Services,BIFFA Waste Servicess Ltd,11/06/2012742.3,CLEANING - REFUSE CHUTES/CHAMBERS
Lambeth,"Housing, Regeneration and Environment",Big D Furniture Ltd,15/06/2012,1867.00,FURNITURE & FITTINGS PURCHASES
Lambeth,"Housing, Regeneration and Environment",Big D Furniture Ltd,15/06/2012,2574.00,FURNITURE & FITTINGS PURCHASES
Lambeth,"Housing, Regeneration and Environment",Big D Furniture Ltd,21/06/2012,4876.00,FURNITURE & FITTINGS PURCHASES
Lambeth,Children and Young People's Service,Big Yellow Self Storage Company,07/06/2012,1380.89,STORAGE SERVICES
Lambeth,Children and Young People's Service,Blackford Education (Exmoor) Ltd t/a Libra,27/06/2012,16421.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Blackford Education (Exmoor) Ltd t/a Libra,31/05/2012,16421.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Blackford Education (Exmoor) Ltd t/a Libra,31/05/2012,16421.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,Blake House,18/06/2012,1412.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Blake House,25/06/2012,1412.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Blakedown Landscapes (SE) Ltd,06/06/2012,294509.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,Adults' and Community Services,Blanchworth Care,25/06/2012,1169.14,NURSING CARE PRIVATE SPOT
Lambeth,"Housing, Regeneration and Environment",Blenheim Gardens Tmo,22/06/2012,133150.96,TMO MGT ALLOWANCE
Lambeth,"Housing, Regeneration and Environment",Blizz Hotels,18/06/2012,1570.69,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",Blizz Hotels,25/06/2012,9314.91,RENT - TAL (TEMPORARY ACCOMMODATION LICENCES)
Lambeth,"Housing, Regeneration and Environment",Blizz Hotels,25/06/2012,39171.79,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",BNP Paribas Real Estate,25/06/2012,3000.00,LEGAL FEES
Lambeth,Adults' and Community Services,Brabners Chaffe Street LLP,25/06/2012,4295.00,VOLUNTARY ORGANISATIONS A
Lambeth,Adults' and Community Services,Brain Injury Rehabilitation Trust,25/06/2012,5158.21,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Breyer Group Plc,08/06/2012,58167.00,NEW BUILD
Lambeth,Office of the Chief Executive/Finance and Resources,Brickman Yale,28/05/2012,14528.96,RENTS - BUILDINGS
Lambeth,Adults' and Community Services,British Flora,07/06/2012949,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,British Gas Business,06/06/2012,2019.92,GAS -† GENERAL
Lambeth,Adults' and Community Services,British Gas Business,06/06/2012,2111.95,GAS -† GENERAL
Lambeth,Adults' and Community Services,British Gas Business,12/06/2012,2019.65,GAS -† GENERAL
Lambeth,Children and Young People's Service,British Gas Business,06/06/2012782.03,GAS -† GENERAL
Lambeth,Children and Young People's Service,British Gas Business,13/06/2012521.04,GAS -† GENERAL
Lambeth,Children and Young People's Service,British Gas Business,18/06/2012751.17,GAS -† GENERAL
Lambeth,Children and Young People's Service,British Gas Business,27/06/2012634.86,GAS -† GENERAL
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012,1224.34,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012,1267.38,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012991.62,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012,1139.49,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012509.43,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012959.43,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012,1013.90,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,06/06/2012508.37,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,10/05/2012,1553.59,ELECTRICITY - COMMUNAL LIGHTING
Lambeth,"Housing, Regeneration and Environment",British Gas Business,12/06/2012,1257.81,ELECTRICITY - COMMUNAL LIGHTING
Lambeth,"Housing, Regeneration and Environment",British Gas Business,22/06/2012794.01,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,22/06/2012,1339.07,GAS - HEATING & HOT WATER
Lambeth,Adults' and Community Services,British Telecommunications Plc,08/06/2012,3005.75,TELEPHONE† CALLS & RENTALS
Lambeth,"Housing, Regeneration and Environment",British Telecommunications Plc,26/06/2012,13283.27,TELEPHONE† CALLS & RENTALS
Lambeth,"Housing, Regeneration and Environment",British Telecommunications Plc,26/06/2012,2021.49,LIFTS - PLANNED
Lambeth,Adults' and Community Services,Brixton Splash,21/06/2012,2000.00,GRANTS
Lambeth,Children and Young People's Service,Broadgate Communications,31/05/2012,13997.20,PROFESSIONAL FEES AND CHARGES
Lambeth,Adults' and Community Services,Broadlands Nursing Home,25/06/2012,1784.14,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Broadway,08/06/2012,19364.48,RESETTLEMENT SERVICE
Lambeth,Adults' and Community Services,Broadway,08/06/2012,46764.36,STREET POPULATION OUTREACH
Lambeth,Adults' and Community Services,Broadway,08/06/2012,30659.84,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Brockwell Park Management Advisory Committee,13/06/2012,2655.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",Browne Jacobson Solicitors,13/06/2012,1532.50,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Browne Jacobson Solicitors,26/06/2012,1320.00,INSURANCE FUND PROVISION - GF
Lambeth,Children and Young People's Service,Bryn Melyn Care Ltd,12/06/2012,14196.43,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Bryn Melyn Care Ltd,29/05/2012,4285.71,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Bryn Melyn Care Ltd,31/05/2012,4428.57,PRIVATE RESIDENTIAL HOMES
Lambeth,"Housing, Regeneration and Environment",BT Redcare,29/05/2012,55156.34,MAINTENANCE CONTRACT
Lambeth,"Housing, Regeneration and Environment",Building Cost Informtion Service Ltd,19/06/2012880,SUBSCRIPTIONS
Lambeth,"Housing, Regeneration and Environment",Building Research Establishment Ltd,06/06/2012,5550.00,EQUIPMENT - OFFICE
Lambeth,"Housing, Regeneration and Environment",Building Research Establishment Ltd,12/06/2012,4950.00,EQUIPMENT - OFFICE
Lambeth,"Housing, Regeneration and Environment",Building Research Establishment Ltd,25/05/2012,1230.00,NON QUALIFICATION TRAINING - EXTERNAL
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3193.80,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3724.63,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,1227.82,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2580.69,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,1926.51,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3301.37,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,4984.03,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,4446.35,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2154.04,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2307.90,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3262.97,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2055.09,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3012.52,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3374.14,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,3094.93,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,1739.15,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,5406.17,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2341.00,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Homes,25/06/2012,2365.20,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Bupa Care Homes† Seabrooke Manor Residential & Nursing Home,25/06/2012,1589.91,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Services,25/06/2012,1569.90,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,BUPA Care Services,25/06/2012,2197.44,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,BUPA Care Services,25/06/2012,2298.55,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Children and Young People's Service,By The Bridge,08/06/2012,3309.43,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,By The Bridge,08/06/2012,6445.80,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Camber Lodge,12/06/2012,3209.53,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Camber Lodge,18/06/2012,3316.51,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Camber Lodge,18/06/2012,2685.44,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Camber Lodge,18/06/2012,2598.81,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Cambian Asperger Syndrome Services Ltd,06/06/2012,18048.97,FEES - SPECIAL SCHOOLS
Lambeth,Children and Young People's Service,Cambian Asperger Syndrome Services Ltd,11/06/2012,43430.33,FEES - SPECIAL SCHOOLS
Lambeth,"Housing, Regeneration and Environment",Campbell Associates Ltd,20/06/2012,21030.00,MOBILE TELECOMMUNICATION MAST
Lambeth,"Housing, Regeneration and Environment",Canduns Building Co. Ltd,07/06/2012,11024.24,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Business Services Ltd,07/06/2012,423128.15,SERVICES
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Business Services Ltd,13/06/2012,434464.17,SERVICES
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Business Services Ltd,26/06/2012,5678.75,PRVS PAYMENTS TO BE CHARGED TO DIRECTORATES GF
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Business Services Ltd,27/06/2012,6704.00,ICT REPAIR AND MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Business Services Ltd,27/06/2012,81718.93,CONTRACTED SERVICES
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Health & Wellbeing Ltd,14/06/2012,14424.00,OCCUPATIONAL HEALTH COSTS
Lambeth,Office of the Chief Executive/Finance and Resources,Capita Health & Wellbeing Ltd,25/05/2012,16123.00,OCCUPATIONAL HEALTH COSTS
Lambeth,Adults' and Community Services,Capital Community Foundation,13/06/2012,66000.00,GRANTS
Lambeth,Children and Young People's Service,Capstone Vision Foster Care,14/06/2012,1080.00,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Capstone Vision Foster Care,14/06/2012,2340.00,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Capstone Vision Foster Care,14/06/2012,2340.00,CONTACT EXPENSES
Lambeth,Adults' and Community Services,Care and Residential Homes Ltd,25/06/2012,2207.57,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Support Services Ltd,11/06/2012,6177.86,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Care Tech Foster Care Ltd,13/06/2012,3309.47,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Care Tech Foster Care Ltd,14/06/2012,6618.94,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Care Tech Foster Care Ltd,29/05/2012,3309.47,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Care Tech Foster Care Ltd,29/05/2012,3419.79,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Care Uk Community Partnerships Ltd,25/06/2012,1064.66,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,10/01/2012,2070.76,PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Care Unlimited,18/01/2012,2070.76,PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,1418.05,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,2932.93,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,2571.43,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,1993.67,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,4073.14,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,3888.51,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,3757.29,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,4272.86,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,3612.86,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,1224.81,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,3715.89,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,4379.83,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,3215.44,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Care Unlimited,25/06/2012,2912.23,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Children and Young People's Service,Care2Share Residential Family Centre,07/06/2012837.5,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Care2Share Residential Family Centre,07/06/2012837.5,CONTACT EXPENSES
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,5074.25,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,6593.74,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,5772.42,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,6206.25,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,5253.39,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,5791.86,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,11/06/2012,10333.63,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,18/06/2012,6058.50,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Caretech Community Services Ltd,18/06/2012,4820.99,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012547.7,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012668.8,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012897.08,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012530.15,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012509.28,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012,1096.32,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Carewatch (Lambeth),13/06/2012,1794.16,DOMICILIARY CARE PRIVATE SPOT
